timestamp,icao24,typecode,callsign,origin,destination,latitude,longitude,altitude,groundspeed,track,vertical_rate
2018-01-02 20:17:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,51.42333984375,4.482570338893581,33025.0,438.0,37.76016260337798,0.0
2018-01-02 20:18:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,51.51866330938824,4.600753784179688,33025.0,436.0,37.73675525941542,0.0
2018-01-02 20:19:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,51.61427307128907,4.719518713048988,32975.0,436.0,37.921078395387724,0.0
2018-01-02 20:20:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,51.70948093220339,4.838943481445312,32975.0,435.0,37.89810543334306,0.0
2018-01-02 20:21:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,51.80435439287607,4.958114624023437,33000.0,434.0,37.979220854798825,0.0
2018-01-02 20:22:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,51.89254760742188,5.088303024704392,32975.0,432.0,37.85171160545963,0.0
2018-01-02 20:23:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,51.99128723144532,5.19378662109375,32975.0,431.0,38.11988575616397,0.0
2018-01-02 20:24:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.086460954051915,5.315028599330358,32975.0,429.0,38.097285948048466,-64.0
2018-01-02 20:25:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.17472399695444,5.428030831473215,32950.0,432.0,38.328502777056144,0.0
2018-01-02 20:26:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.274505615234375,5.5565643310546875,33000.0,434.0,38.350215916764796,0.0
2018-01-02 20:27:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.365463256835945,5.674514770507812,33025.0,433.0,38.535925680623166,0.0
2018-01-02 20:28:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.48576354980469,5.831756591796876,33000.0,434.0,38.82480644308316,0.0
2018-01-02 20:29:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.55594027244439,5.92429896763393,33000.0,435.0,38.742159299808804,0.0
2018-01-02 20:30:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.64978027343751,6.048583984375001,33000.0,434.0,38.82480644308316,0.0
2018-01-02 20:31:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.74252164161811,6.171883719308036,32950.0,435.0,39.029984019142944,0.0
2018-01-02 20:32:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.8365478515625,6.29783630371094,32975.0,438.0,39.06847307508025,0.0
2018-01-02 20:33:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,52.930938720703125,6.424484252929689,33000.0,439.0,39.27104871525512,0.0
2018-01-02 20:34:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.0487888142214,6.584420340401786,33025.0,439.0,39.27104871525512,0.0
2018-01-02 20:35:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.12489318847656,6.685259137834823,33000.0,438.0,39.53775753812636,0.0
2018-01-02 20:36:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.21328735351563,6.80924769810268,33000.0,438.0,39.43679117925603,0.0
2018-01-02 20:37:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.30515198788402,6.936008228975185,32975.0,436.0,39.603707760100974,0.0
2018-01-02 20:38:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.39886474609375,7.065935407366072,32975.0,436.0,39.78874413841322,0.0
2018-01-02 20:39:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.491360939155186,7.194671630859377,33000.0,434.0,39.95754893082909,0.0
2018-01-02 20:40:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.58334350585939,7.323800223214286,32975.0,432.0,39.924547621521015,0.0
2018-01-02 20:41:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.675354003906264,7.453517368861609,32975.0,430.0,39.907884875501054,0.0
2018-01-02 20:42:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.765972590042374,7.582101260914522,32975.0,429.0,40.07938396363596,0.0
2018-01-02 20:43:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.85302527476165,7.706262925091911,33000.0,428.0,40.16559369373675,0.0
2018-01-02 20:44:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,53.94673492948889,7.8414109173943025,33000.0,426.0,40.42607874009906,0.0
2018-01-02 20:45:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.03529357910156,7.968462262834823,33000.0,424.0,40.41084657788639,0.0
2018-01-02 20:46:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.12565612792968,8.099748883928571,32975.0,423.0,40.498561543881806,0.0
2018-01-02 20:47:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.2149223715572,8.230052274816176,33075.0,425.0,40.70371293647872,0.0
2018-01-02 20:48:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.31274414062501,8.362696030560661,33775.0,437.0,40.82860128093307,1024.0
2018-01-02 20:49:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.396652221679695,8.498247931985293,34775.0,442.0,41.051657500403564,960.0
2018-01-02 20:50:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.48948669433593,8.66166956284467,35000.0,435.0,37.05438203892504,0.0
2018-01-02 20:51:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.591064453125,8.742037686434658,35000.0,435.0,30.692642879589698,0.0
2018-01-02 20:52:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.69483947753906,8.849164177389705,35700.0,441.0,31.097312885779445,448.0
2018-01-02 20:53:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.79261779785158,8.982534969554228,36000.0,453.0,46.78991060824603,-64.0
2018-01-02 20:54:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.877733133607,9.139875932173297,36450.0,457.0,46.773296715560775,704.0
2018-01-02 20:55:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,54.96546936035156,9.303238812614888,36950.0,471.0,47.15296278910046,320.0
2018-01-02 20:56:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.05422973632812,9.470376407398897,37000.0,472.0,47.318053833864155,0.0
2018-01-02 20:57:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.14280157574153,9.637423428622158,37000.0,471.0,47.40741384434011,0.0
2018-01-02 20:58:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.23064564850371,9.805214621803977,37000.0,469.0,47.504553780280105,0.0
2018-01-02 20:59:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.31785583496095,9.972354664522058,37000.0,469.0,47.59471023879496,0.0
2018-01-02 21:00:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.405030331369176,10.14088023792613,37000.0,464.0,47.792702365713296,0.0
2018-01-02 21:01:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.49050024000266,10.30672073364258,36975.0,462.0,47.98511284226544,0.0
2018-01-02 21:02:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.576400756835945,10.47529740767045,36950.0,462.0,47.8930376570579,0.0
2018-01-02 21:03:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.66102108712924,10.64231872558594,36975.0,464.0,48.315258014403355,0.0
2018-01-02 21:04:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.7443495928231,10.8079719543457,37000.0,464.0,48.4074814400351,0.0
2018-01-02 21:05:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.83168159096928,10.98255157470703,37000.0,465.0,48.57090503932585,0.0
2018-01-02 21:06:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,55.916965290651476,11.15455627441406,37000.0,468.0,48.80258580707056,0.0
2018-01-02 21:07:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.003036499023445,11.32923473011363,37025.0,466.0,48.82563339364799,0.0
2018-01-02 21:08:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.08735656738282,11.50201970880682,37025.0,461.0,48.95424771552109,0.0
2018-01-02 21:09:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.171585083007805,11.67522083629261,36975.0,457.0,48.990913098429814,0.0
2018-01-02 21:10:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.25265502929689,11.84351140802557,36975.0,454.0,49.01573616547938,0.0
2018-01-02 21:11:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.33583068847657,12.01704545454545,36975.0,455.0,49.54905175959681,0.0
2018-01-02 21:12:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.41786193847658,12.1900801225142,36975.0,455.0,49.63067080629372,0.0
2018-01-02 21:13:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.4987030029297,12.36120050603693,36975.0,458.0,49.77832162366474,0.0
2018-01-02 21:14:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.58146667480468,12.5379805131392,36975.0,463.0,49.81446799301841,64.0
2018-01-02 21:15:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.66510009765626,12.718133926391602,37025.0,468.0,49.943477194058744,0.0
2018-01-02 21:16:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.748550415039055,12.8990650177002,37025.0,469.0,50.100629625344766,0.0
2018-01-02 21:17:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.83113098144531,13.0792236328125,37025.0,468.0,50.116027506869216,0.0
2018-01-02 21:18:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.913803100585945,13.26127052307129,37000.0,468.0,50.46084609368535,0.0
2018-01-02 21:19:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,56.99646513340837,13.444784841229842,36975.0,467.0,50.555367142918044,0.0
2018-01-02 21:20:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.07841491699219,13.628110885620123,36975.0,468.0,50.727835321605426,0.0
2018-01-02 21:21:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.15995659262448,13.81176364037298,37000.0,466.0,50.84047604826708,0.0
2018-01-02 21:22:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.24156188964844,13.99692535400391,36975.0,466.0,51.01355938508675,0.0
2018-01-02 21:23:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.32228424589514,14.18148902154738,36975.0,467.0,50.99538680407545,0.0
2018-01-02 21:24:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.40319203522246,14.368079400831652,36950.0,469.0,51.321105877357695,0.0
2018-01-02 21:25:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.48390197753907,14.555511474609382,37000.0,468.0,51.41663703679018,0.0
2018-01-02 21:26:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.56469726562501,14.744853973388672,37025.0,470.0,51.81542785713032,0.0
2018-01-02 21:27:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.64585876464843,14.93608474731445,37025.0,469.0,51.76035326399631,-64.0
2018-01-02 21:28:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.725752491061975,15.126136041456652,37000.0,466.0,51.801314823981556,0.0
2018-01-02 21:29:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.80397033691408,15.31405541204637,36950.0,463.0,52.19010050816274,0.0
2018-01-02 21:30:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.8822021484375,15.50303797568044,36950.0,463.0,52.287942297000086,0.0
2018-01-02 21:31:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,57.96038818359377,15.69361532888105,36975.0,466.0,52.41640318442296,0.0
2018-01-02 21:32:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.04022216796876,15.889508647303431,36975.0,470.0,52.520595777480764,0.0
2018-01-02 21:33:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.11831665039062,16.08345277847782,36075.0,469.0,52.88577215284187,-2368.0
2018-01-02 21:34:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.197233555680604,16.28045654296875,33325.0,471.0,53.03270205781769,-2752.0
2018-01-02 21:35:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.274324061506874,16.47445678710938,30975.0,456.0,53.104994652207836,-2048.0
2018-01-02 21:36:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.348854194253185,16.6629638671875,28775.0,437.0,53.47114463301483,-1984.0
2018-01-02 21:37:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.41905496888241,16.84295654296875,26650.0,421.0,53.40228928289309,-1920.0
2018-01-02 21:38:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.48720744504767,17.018096923828118,24575.0,406.0,53.80679269443527,-1856.0
2018-01-02 21:39:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.55319213867189,17.18988233996976,22600.0,395.0,53.652541791114686,-1856.0
2018-01-02 21:40:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.61700439453125,17.35680364793347,20650.0,387.0,54.048890204881786,-1920.0
2018-01-02 21:41:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.704885709083676,17.46633911132812,18275.0,383.0,24.357311844388448,-1728.0
2018-01-02 21:42:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.79942321777343,17.54897579070061,16475.0,367.0,24.469798612454156,-1664.0
2018-01-02 21:43:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.890256720074156,17.62869999326509,14775.0,358.0,24.563017646582693,-1472.0
2018-01-02 21:44:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,58.97865941969014,17.70664609711746,13250.0,343.0,24.471620533704936,-1408.0
2018-01-02 21:45:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,59.062825865664735,17.781087941136846,11800.0,326.0,24.44395478041656,-1344.0
2018-01-02 21:46:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,59.14260864257813,17.85205078125,10400.0,307.0,24.39768632787934,-1216.0
2018-01-02 21:47:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,59.217286190744176,17.918701171875,9125.0,291.0,24.541617946364283,-1216.0
2018-01-02 21:48:00+00:00,3946e9,a319,AFR91HL,LBG,BMA,59.28950500488282,17.9901123046875,8075.0,291.0,28.500577483805785,-960.0
